,Rhyme,Kind,Line count
175,"['The type of stuff I pen in book form the sort that does not sell', ""But to rhyming I'm addicted and I do love doggerel.""]",aabb,2
176,"['If penning of doggerel was a crime', 'I would be serving prison time', 'And the more judgemental of me might say', ""We told you so crime doesn't pay.""]",aabb,4
177,"[""I've written reams of rhyming stuff"", 'In reference to slang a literary duff', 'My rhymes around the edges rough', 'My best is hardly good enough.']",aabb,4
178,"['For literary success at least I did try', 'And I will not die wondering why', 'At penning of good rhyme I did not succeed', 'Since I tried my best I did indeed.']",aabb,4
179,"['Not everyone can be a poet', 'Or even one of literary note', 'Few so few pass the good poet test', 'Yet one can only try their best.']",aabb,4
180,"['Since the less kind call it doggerel', ""My sort of stuff nowadays don't sell"", ""'Tis out of fashion nowadays rhyme"", 'And it has been for quite some time.']",aabb,4
181,"['My better days in life long gone', 'But true to myself I just rhyme on', 'And since to you I will not lie', 'As a poetaster I will die.']",aabb,4
182,"['Where have all the heroes gone?', 'Heroes to boast of we may have none', 'With his shiny kris Lapulapu struck with ease', 'Magellan’s head flew above the mangrove trees']",aabb,4
183,"['Henceforth spiny fish was named after him for good', 'While Magellan became an exclusive neighborhood', 'Most of our heroes lost their fights', 'Without reaching glorious heights']",aabb,4
184,"['Gregorio’s Tirad is a poor copy of Thermopylae', 'Wretched devil killed by rats with silver dollar pay', 'Samson pushed columns, caused a temple to fall', 'Bernardo Carpio mere crags…a mountain wall']",aabb,4
185,"['Darna zoomed our skies with a tousled mane', 'Wonder Woman on first class in her invisible plane', 'Vhong Navarro’s Lastikman stretched arms snapped', 'Plastic Man’s rubbery limbs had evil men trapped']",aabb,4
186,"['Oh, for a hero to get us through the political morass', 'Man of steel, moral, honest and not an ass', 'We have lionized several in the past and how', 'We bent over in a subservient kempetai bow']",aabb,4
187,"['Malakas at Maganda was a promising pair', 'Until conjugal corruption filled the air', 'FPJ stopped the bad guys with fast draw forty five', 'Wrestling GDPs and GNPs would he come out alive?']",aabb,4
188,"['Another ersatz hero still wanting a comeback', 'Asking for a chance to give the till one more whack', 'Can Super Gloria fight off villains of evil deed', 'Or the beloved marauder’s immoderate greed']",aabb,4
189,"['Is our land a place where real heroes cannot thrive?', 'We’ve been manufacturing false heroes at an overdrive', 'The hero mill’s output is at a dismal low', 'All that have been produced had a flaw']",aabb,4
190,"['Self styled heroes in Senate and Congress eager to get going', 'Natural wealth and country’s coffers are for the taking']",aabb,2
191,"['Just one more man of doggerel', 'I write a lot though not that well', 'With rhyming words one who loves to play', 'I do write new rhymes every day']",aabb,4
192,"['For many years a rhyming buff', 'I do write reams of rhyming stuff', 'I did love reading rhymes as a boy', 'And writing them i now enjoy']",aabb,4
193,"['Unworthy of the title of poet', 'Or to be seen as one worthy of literary note', 'But the rhyming bug is with me to stay', 'It is each to their own as the wise one say']",aabb,4
194,"['In life everybody of some hobby are in need', 'But how boring we would be indeed', 'If in our pursuit of wealth and fame', 'We all in our ways were the same']",aabb,4
195,"['In my late twenties i penned my first rhyme', 'Of years this is going back in time', 'One who has written much but not that well', 'I will die as a man of doggerel.']",aabb,4
196,"['Is it not doggerel, this verse of mine?', 'That is, it is not meant to be just rhyme', 'That keeps it going, without shape or sense.', 'I try not to fill up, at the expense']",aabb,4
197,"['Of deeper meaning, lines with useless words', 'That pad the poem; it would be absurd', ""To think that I, because it just won't fit,"", 'Should sacrifice my principles a bit.']",aabb,4
198,"['No, though I try to make it sing and scan,', ""It's not that I devise a perfect plan"", 'That makes the structure more important, say,', 'Than what I want to write. Another way']",aabb,4
199,"['Of thinking might reveal that I, constrained', ""By metre, find that nothing's to be gained"", ""From simply penning nonsense. What's the point"", 'Of wasting precious moments if, disjoint,']",aabb,4
200,"['The words do not converge in unity', ""To put my case. I'm fighting to be free"", 'To get my message out and state my aim:', ""I do not simply scribble. Though it's plain""]",aabb,4
201,"[""This poetry's old-fashioned, I don't state"", ""Pentameter's anachronistic; fate"", 'Seems to decree that sometimes words come out', 'In rhyming couplets and I have no doubt']",aabb,4
202,"[""That I'll continue writing in this form"", 'Which once was thought by all to be the norm', 'But now they seek contemporary style.', 'Though, in my case, it will be quite a while']",aabb,4
203,"['Until I ditch this stilted stuff. Till then', 'It will sound like doggerel I pen.']",aabb,2
204,"['I am one with words who likes to have a play', 'For me it has been one more doggerel day', 'The stuff comes to my mind and i just pen it down', 'But never for money or any hope of renown']",aabb,4
205,"['But so much to write about for anyone that way inclined', 'Though if poets are few poetasters not hard to find', 'It is easy so easy for one to pen rhyme', 'But only a poem does stand the test of time']",aabb,4
206,"['Though your worth as a writer yourself you may doubt', 'There is always so much for one to write about', 'And if you enjoy writing as much as i do it is not a waste of time', 'Not to write at all would seem more of a crime']",aabb,4
207,"['It has been one more doggerel day for me', ""Suppose we are what we are that's how it seems to be.""]",aabb,2
208,"['I am one with rhyme words who does love to play', 'And for me it has been one more doggerel day', 'And though my worth as a rhymer as ever i do doubt', 'There are no shortage of things for to write rhymes about']",aabb,4
209,"['The fourth day of March in the calendar Fall', 'But it does not feel that much like Autumn at all', 'It seems like a warm day in Summer with just a slight breeze', 'On a weather temperature high for the day of close to thirty degrees']",aabb,4
210,"['In the mostly blue sky just a few clouds of gray', 'In the shade of the trees the cattle chewing their cuds lay', 'Among the rank grass the color of hay', 'Not good for cattle weight gain would seem true to say']",aabb,4
211,"['With the sun on their dark wings chirping as they fly', 'Welcome swallows chasing flying insects across the sky', 'And with so little time to mate, lay eggs and breed', 'The cabbage white butterflies flit above the mustard weed']",aabb,4
212,"['Such beautiful weather for the time of year', 'The warbling of the magpies are pleasant to hear', 'And in a familiar voice to many and familiar to me', 'The black and white magpie larks singing pee wee.']",aabb,4
213,"['The mantle of greatness I never will don', 'But the demon of doggerel urges me to write on', 'He is in my mind and is controlling me', 'And of his influence I will never be free.']",aabb,4
214,"['He is in my mind and he is in my soul', 'And my very existence he seems to control', 'He compels me to pen doggerel every day', ""With him I can't ever give writing away.""]",aabb,4
215,"['Though writing of slipshod verse is not a crime', 'He urges me to pen more doggerel rhyme', 'Poetasters are anonymous in every town', 'And they never do know of literary renown.']",aabb,4
216,"['Since by the demon of doggerel I have been possessed', 'I cannot say of talent that I have been blessed', 'Due to his influence I feel compelled to write', 'And to post more stuff in to the internet literary site.']",aabb,4
217,"['The love of penning doggerel in me does remain', ""Though for me in such there's no financial gain"", 'I write for enjoyment that and nothing more', ""That's something you may have heard me say before""]",aabb,4
218,"['My best days in life to the forever gone', 'But for as long as i can i will keep rhyming on', 'Yes i will keep rhyming despite those who say', 'That i should give my literary ambitions away']",aabb,4
219,"['For many years i have been a rhyming buff', 'I am one who has written a whole pile of stuff', 'And though writing does not bring me money or fame', 'It is something i do quite enjoy doing just the same']",aabb,4
220,"['And for to give it away i do not have a plan', 'I just hope to keep doing it for as long as i can.']",aabb,2
221,"['Cold sunshine writes our elegy in frost,', 'Author of light a million snowflakes lost,', 'All gone forever into swirling air,', 'A dance of death that is no longer there.']",aabb,4
222,"['Pure poetry becomes a stanza said,', 'Classical white a message left unread,', 'While we stand longing for a winter past,', 'Hurt by a mood that was too fey to last.']",aabb,4
223,"['West is a shadow wrapped around frail bones,', 'Your hand in mine for eloquence atones.', 'Touch is a brevity that needs no sound', 'To turn the weather of the world around.']",aabb,4
224,"[""Shock's fate I mourn; poor Shock is now no more,"", 'Ye Muses mourn, ye chamber-maids deplore.', 'Unhappy Shock! yet more unhappy fair,', ""Doom'd to survive thy joy and only care!""]",aabb,4
225,"['Thy wretched fingers now no more shall deck,', ""And tie the fav'rite ribbon round his neck;"", 'No more thy hand shall smooth his glossy hair,', 'And comb the wavings of his pendent ear.']",aabb,4
226,"['Yet cease thy flowing grief, forsaken maid;', 'All mortal pleasures in a moment fade:', ""Our surest hope is in an hour destroy'd,"", ""And love, best gift of heav'n, not long enjoy'd.""]",aabb,4
227,"['Methinks I see her frantic with despair,', 'Her streaming eyes, wrung hands, and flowing hair', 'Her Mechlen pinners rent the floor bestrow,', 'And her torn fan gives real signs of woe.']",aabb,4
228,"['Hence Superstition, that tormenting guest,', 'That haunts with fancied fears the coward breast;', 'No dread events upon his fate attend,', 'Stream eyes no more, no more thy tresses rend.']",aabb,4
229,"[""Tho' certain omens oft forewarn a state,"", ""And dying lions show the monarch's fate;"", ""Why should such fears bid Celia's sorrow rise?"", 'For when a lap-dog falls no lover dies.']",aabb,4
230,"['Cease, Celia, cease; restrain thy flowing tears,', 'Some warmer passion will dispel thy cares.', ""In man you'll find a more substantial bliss,"", 'More grateful toying, and a sweeter kiss.']",aabb,4
231,"['In vain, poor Nymph, to please our youthful sight', 'You sleep in cream and frontlets all the night,', 'Your face with patches soil, with paint repair,', 'Dress with gay gowns, and shade with foreign hair.']",aabb,4
232,"['If truth in spight of manners must be told,', 'Why, really fifty-five is something old.', ""Once you were young; or one, whose life's so long"", 'She might have born my mother, tells me wrong.']",aabb,4
233,"[""And once since Envy's dead before you die,"", ""The women own, you play'd a sparkling eye,"", 'Taught the light foot a modish little trip,', 'And pouted with the prettiest purple lip ']",aabb,4
234,"['To some new charmer are the roses fled,', 'Which blew, to damask all thy cheek with red;', 'Youth calls the Graces there to fix their reign,', 'And airs by thousands fill their easy train.']",aabb,4
235,"[""So parting Summer bids her flow'ry prime"", 'Attend the sun to dress some foreign clime,', ""While with'ring seasons in succession, here,"", 'Strip the gay gardens, and deform the year.']",aabb,4
236,"['But thou (since Nature bids) the world resign,', ""'Tis now thy daughter's daughter's time to shine."", 'With more address, (or such as pleases more)', ""She runs her female exercises o'er,""]",aabb,4
237,"['Unfurls or closes, raps or turns the Fan,', 'And smiles, or blushes at the creature Man.', 'With quicker life, as guilded coaches pass,', 'In sideling courtesy she drops the glass.']",aabb,4
238,"['With better strength, on visit-days she bears', 'To mount her fifty flights of ample stairs.', 'Her mein, her shape, her temper, eyes and tongue', 'Are sure to conquer. -- for the rogue is young;']",aabb,4
239,"[""And all that's madly wild, or oddly gay,"", ""We call it only pretty Fanny's way."", 'Let time that makes you homely, make you sage,', 'The sphere of wisdom is the sphere of age.']",aabb,4
